a.id,a.firstname,a.lastname,e.id,e.title,count(r);
"705,""""""Emanuel"""""",""""""Hegenbarth"""""",116,""""""Internationale Kunstausstellung Mannheim"""""",1";
"705,""""""Emanuel"""""",""""""Hegenbarth"""""",117,""""""Deutsch-Nationale Kunst-Ausstellung"""""",1";
"705,""""""Emanuel"""""",""""""Hegenbarth"""""",118,""""""Internationale Kunst-Ausstellung des Vereins bildender Künstler Münchens (E.V.) \""""Secession\"""""""""",1";
"705,""""""Emanuel"""""",""""""Hegenbarth"""""",96,""""""Dreizehnte Ausstellung der Berliner Secession"""""",1";
"705,""""""Emanuel"""""",""""""Hegenbarth"""""",363,""""""Internationale Kunstausstellung der Münchener Secession"""""",1";
"705,""""""Emanuel"""""",""""""Hegenbarth"""""",22,""""""VI. Esposizione d'Arte della Città di Venezia"""""",1";
"705,""""""Emanuel"""""",""""""Hegenbarth"""""",565,""""""Seventeenth Annual Exhibition"""""",1";
"705,""""""Emanuel"""""",""""""Hegenbarth"""""",570,""""""LIA. Leipziger Jahresausstellung 1913"""""",1";
"705,""""""Emanuel"""""",""""""Hegenbarth"""""",573,""""""Ausstellung des Deutschen Künstlerbundes 1913"""""",1";
"705,""""""Emanuel"""""",""""""Hegenbarth"""""",148,""""""Deutsche Kunstausstellung Bremen"""""",1";
"705,""""""Emanuel"""""",""""""Hegenbarth"""""",154,""""""Fünfzehnte Ausstellung der Berliner Secession"""""",1";
"705,""""""Emanuel"""""",""""""Hegenbarth"""""",992,""""""IX. Internationale Kunstausstellung"""""",1";
"705,""""""Emanuel"""""",""""""Hegenbarth"""""",168,""""""Internationale Kunst-Ausstellung des Vereins bildender Künstler Münchens (E.V.) \""""Secession\"""""""""",1";
"705,""""""Emanuel"""""",""""""Hegenbarth"""""",302,""""""Internationale Kunstausstellung der Münchener Secession"""""",1";
"705,""""""Emanuel"""""",""""""Hegenbarth"""""",689,""""""Kunstausstellung der Münchener Secession"""""",1";
"705,""""""Emanuel"""""",""""""Hegenbarth"""""",280,""""""Zwanzigste Ausstellung der Berliner Secession"""""",1";
"705,""""""Emanuel"""""",""""""Hegenbarth"""""",287,""""""IX. Esposizione d'Arte della Città di Venezia"""""",1";
"705,""""""Emanuel"""""",""""""Hegenbarth"""""",43,""""""Internationale Kunstausstellung Bremen"""""",1";
"705,""""""Emanuel"""""",""""""Hegenbarth"""""",223,""""""VIII. Esposizione d'Arte della Città di Venezia"""""",1";
"705,""""""Emanuel"""""",""""""Hegenbarth"""""",228,""""""Grosse Kunstausstellung [Düsseldorf]"""""",1";
"705,""""""Emanuel"""""",""""""Hegenbarth"""""",1059,""""""Kunstausstellung der Münchener Secession"""""",1";
"705,""""""Emanuel"""""",""""""Hegenbarth"""""",447,""""""Stedelijke Internationale Tentoonstelling Van Kunstwerken Van Levende Meesters"""""",1";
"706,""""""Adolf"""""",""""""Hengeler"""""",453,""""""X. Esposizione d'Arte della Città di Venezia"""""",1";
"706,""""""Adolf"""""",""""""Hengeler"""""",148,""""""Deutsche Kunstausstellung Bremen"""""",1";
"706,""""""Adolf"""""",""""""Hengeler"""""",63,""""""Internationale Kunst-Ausstellung des Vereins bildender Künstler Münchens (E.V.) \""""Secession\"""""""""",1";
"706,""""""Adolf"""""",""""""Hengeler"""""",83,""""""XXVIII. Ausstellung der Vereinigung Bildender Künstler Österreichs Secession. Münchner Secession"""""",1";
"706,""""""Adolf"""""",""""""Hengeler"""""",795,""""""Munich Fine Art Exhibition"""""",1";
"706,""""""Adolf"""""",""""""Hengeler"""""",1451,""""""Eröffnungs-Ausstellung November 1909. Moderne Galerie München"""""",1";
"706,""""""Adolf"""""",""""""Hengeler"""""",1327,""""""Kunstausstellung der Münchener Secession"""""",1";
"706,""""""Adolf"""""",""""""Hengeler"""""",363,""""""Internationale Kunstausstellung der Münchener Secession"""""",1";
"706,""""""Adolf"""""",""""""Hengeler"""""",372,""""""Kunstausstellung aus Essener Privatbesitz"""""",1";
"706,""""""Adolf"""""",""""""Hengeler"""""",109,""""""VII. Esposizione Internazionale d’Arte della Città di Venezia"""""",1";
"706,""""""Adolf"""""",""""""Hengeler"""""",116,""""""Internationale Kunstausstellung Mannheim"""""",1";
"706,""""""Adolf"""""",""""""Hengeler"""""",118,""""""Internationale Kunst-Ausstellung des Vereins bildender Künstler Münchens (E.V.) \""""Secession\"""""""""",1";
"706,""""""Adolf"""""",""""""Hengeler"""""",198,""""""Akvarellek, pasztellek és grafikai művek nemzetközi kiállitása"""""",1";
"706,""""""Adolf"""""",""""""Hengeler"""""",199,""""""Exhibition of Contemporary German Art"""""",1";
"706,""""""Adolf"""""",""""""Hengeler"""""",1051,""""""Katalog-Auszug eines Teiles der im Besitze der Modernen Galerie befindlichen Werke"""""",1";
"706,""""""Adolf"""""",""""""Hengeler"""""",1059,""""""Kunstausstellung der Münchener Secession"""""",1";
"706,""""""Adolf"""""",""""""Hengeler"""""",689,""""""Kunstausstellung der Münchener Secession"""""",1";
"706,""""""Adolf"""""",""""""Hengeler"""""",992,""""""IX. Internationale Kunstausstellung"""""",1";
"706,""""""Adolf"""""",""""""Hengeler"""""",302,""""""Internationale Kunstausstellung der Münchener Secession"""""",1";
"706,""""""Adolf"""""",""""""Hengeler"""""",168,""""""Internationale Kunst-Ausstellung des Vereins bildender Künstler Münchens (E.V.) \""""Secession\"""""""""",1";
"706,""""""Adolf"""""",""""""Hengeler"""""",228,""""""Grosse Kunstausstellung [Düsseldorf]"""""",1";
"706,""""""Adolf"""""",""""""Hengeler"""""",43,""""""Internationale Kunstausstellung Bremen"""""",1";
"706,""""""Adolf"""""",""""""Hengeler"""""",287,""""""IX. Esposizione d'Arte della Città di Venezia"""""",1";
"707,""""""Paul"""""",""""""Höcker"""""",63,""""""Internationale Kunst-Ausstellung des Vereins bildender Künstler Münchens (E.V.) \""""Secession\"""""""""",1";
"707,""""""Paul"""""",""""""Höcker"""""",570,""""""LIA. Leipziger Jahresausstellung 1913"""""",1";
"707,""""""Paul"""""",""""""Höcker"""""",372,""""""Kunstausstellung aus Essener Privatbesitz"""""",1";
"707,""""""Paul"""""",""""""Höcker"""""",992,""""""IX. Internationale Kunstausstellung"""""",1";
"707,""""""Paul"""""",""""""Höcker"""""",1051,""""""Katalog-Auszug eines Teiles der im Besitze der Modernen Galerie befindlichen Werke"""""",1";
"708,""""""Gerard"""""",""""""Jacobs"""""",123,""""""Salon des Beaux-Arts d'Ostende"""""",1";
"708,""""""Gerard"""""",""""""Jacobs"""""",1048,""""""Exposition inaugurale de la Salle des Fêtes de la Ville, sous les auspices de l'Administration Communale."""""",1";
"708,""""""Gerard"""""",""""""Jacobs"""""",63,""""""Internationale Kunst-Ausstellung des Vereins bildender Künstler Münchens (E.V.) \""""Secession\"""""""""",1";
"709,""""""Angelo"""""",""""""Jank"""""",63,""""""Internationale Kunst-Ausstellung des Vereins bildender Künstler Münchens (E.V.) \""""Secession\"""""""""",1";
"709,""""""Angelo"""""",""""""Jank"""""",1051,""""""Katalog-Auszug eines Teiles der im Besitze der Modernen Galerie befindlichen Werke"""""",1";
"709,""""""Angelo"""""",""""""Jank"""""",795,""""""Munich Fine Art Exhibition"""""",1";
"709,""""""Angelo"""""",""""""Jank"""""",83,""""""XXVIII. Ausstellung der Vereinigung Bildender Künstler Österreichs Secession. Münchner Secession"""""",1";
"709,""""""Angelo"""""",""""""Jank"""""",1327,""""""Kunstausstellung der Münchener Secession"""""",1";
"709,""""""Angelo"""""",""""""Jank"""""",1451,""""""Eröffnungs-Ausstellung November 1909. Moderne Galerie München"""""",1";
"709,""""""Angelo"""""",""""""Jank"""""",992,""""""IX. Internationale Kunstausstellung"""""",1";
"709,""""""Angelo"""""",""""""Jank"""""",363,""""""Internationale Kunstausstellung der Münchener Secession"""""",1";
"709,""""""Angelo"""""",""""""Jank"""""",198,""""""Akvarellek, pasztellek és grafikai művek nemzetközi kiállitása"""""",1";
"709,""""""Angelo"""""",""""""Jank"""""",199,""""""Exhibition of Contemporary German Art"""""",1";
"709,""""""Angelo"""""",""""""Jank"""""",22,""""""VI. Esposizione d'Arte della Città di Venezia"""""",1";
"709,""""""Angelo"""""",""""""Jank"""""",689,""""""Kunstausstellung der Münchener Secession"""""",1";
"709,""""""Angelo"""""",""""""Jank"""""",302,""""""Internationale Kunstausstellung der Münchener Secession"""""",1";
"710,""""""Julius Paul"""""",""""""Junghanns"""""",302,""""""Internationale Kunstausstellung der Münchener Secession"""""",1";
"710,""""""Julius Paul"""""",""""""Junghanns"""""",1305,""""""Hagenbund. Frühjahrs-Ausstellung"""""",1";
"710,""""""Julius Paul"""""",""""""Junghanns"""""",1327,""""""Kunstausstellung der Münchener Secession"""""",1";
"710,""""""Julius Paul"""""",""""""Junghanns"""""",1059,""""""Kunstausstellung der Münchener Secession"""""",1";
"710,""""""Julius Paul"""""",""""""Junghanns"""""",1122,""""""Hagenbund. Neunzehnte Ausstellung"""""",1";
"710,""""""Julius Paul"""""",""""""Junghanns"""""",1150,""""""Künstlerbund Hagen. Frühjahrs-Ausstellung [32. Ausstellung]"""""",1";
"710,""""""Julius Paul"""""",""""""Junghanns"""""",534,""""""International Exhibition of Modern Art [Armory Show]"""""",1";
"710,""""""Julius Paul"""""",""""""Junghanns"""""",447,""""""Stedelijke Internationale Tentoonstelling Van Kunstwerken Van Levende Meesters"""""",1";
"710,""""""Julius Paul"""""",""""""Junghanns"""""",63,""""""Internationale Kunst-Ausstellung des Vereins bildender Künstler Münchens (E.V.) \""""Secession\"""""""""",1";
"710,""""""Julius Paul"""""",""""""Junghanns"""""",67,""""""Kunstausstellung Wertheim"""""",1";
"710,""""""Julius Paul"""""",""""""Junghanns"""""",565,""""""Seventeenth Annual Exhibition"""""",1";
"710,""""""Julius Paul"""""",""""""Junghanns"""""",570,""""""LIA. Leipziger Jahresausstellung 1913"""""",1";
"710,""""""Julius Paul"""""",""""""Junghanns"""""",1034,""""""Frühjahr-Ausstellung des Vereins bildender Künstler Münchens \""""Sezession\"""""""""",1";
"710,""""""Julius Paul"""""",""""""Junghanns"""""",83,""""""XXVIII. Ausstellung der Vereinigung Bildender Künstler Österreichs Secession. Münchner Secession"""""",1";
"710,""""""Julius Paul"""""",""""""Junghanns"""""",877,""""""Frühjahr-Ausstellung der Münchener Secession"""""",1";
"710,""""""Julius Paul"""""",""""""Junghanns"""""",914,""""""Hagenbund"""""",1";
"710,""""""Julius Paul"""""",""""""Junghanns"""""",960,""""""Frühjahr-Ausstellung des Vereins bildender Künstler Münchens \""""Sezession\"""""""""",1";
"710,""""""Julius Paul"""""",""""""Junghanns"""""",673,""""""Eighteenth Annual Exhibition"""""",1";
"710,""""""Julius Paul"""""",""""""Junghanns"""""",287,""""""IX. Esposizione d'Arte della Città di Venezia"""""",1";
"710,""""""Julius Paul"""""",""""""Junghanns"""""",689,""""""Kunstausstellung der Münchener Secession"""""",1";
"710,""""""Julius Paul"""""",""""""Junghanns"""""",992,""""""IX. Internationale Kunstausstellung"""""",1";
"710,""""""Julius Paul"""""",""""""Junghanns"""""",363,""""""Internationale Kunstausstellung der Münchener Secession"""""",1";
"710,""""""Julius Paul"""""",""""""Junghanns"""""",22,""""""VI. Esposizione d'Arte della Città di Venezia"""""",1";
"710,""""""Julius Paul"""""",""""""Junghanns"""""",228,""""""Grosse Kunstausstellung [Düsseldorf]"""""",1";
"710,""""""Julius Paul"""""",""""""Junghanns"""""",168,""""""Internationale Kunst-Ausstellung des Vereins bildender Künstler Münchens (E.V.) \""""Secession\"""""""""",1";
"711,""""""Richard"""""",""""""Kaiser"""""",168,""""""Internationale Kunst-Ausstellung des Vereins bildender Künstler Münchens (E.V.) \""""Secession\"""""""""",1";
"711,""""""Richard"""""",""""""Kaiser"""""",673,""""""Eighteenth Annual Exhibition"""""",1";
"711,""""""Richard"""""",""""""Kaiser"""""",63,""""""Internationale Kunst-Ausstellung des Vereins bildender Künstler Münchens (E.V.) \""""Secession\"""""""""",1";
"711,""""""Richard"""""",""""""Kaiser"""""",1059,""""""Kunstausstellung der Münchener Secession"""""",1";
"711,""""""Richard"""""",""""""Kaiser"""""",302,""""""Internationale Kunstausstellung der Münchener Secession"""""",1";
"711,""""""Richard"""""",""""""Kaiser"""""",645,""""""Internationale Ausstellung in der Kunsthalle Bremen"""""",1";
"711,""""""Richard"""""",""""""Kaiser"""""",148,""""""Deutsche Kunstausstellung Bremen"""""",1";
"711,""""""Richard"""""",""""""Kaiser"""""",1303,""""""Frühjahr-Ausstellung der Münchener Secession"""""",1";
"711,""""""Richard"""""",""""""Kaiser"""""",1327,""""""Kunstausstellung der Münchener Secession"""""",1";
"711,""""""Richard"""""",""""""Kaiser"""""",1229,""""""Frühjahr-Ausstellung des Vereins bildender Künstler Münchens \""""Secession\"""""""""",1";
"711,""""""Richard"""""",""""""Kaiser"""""",346,""""""Frühjahr-Ausstellung der Münchener Secession"""""",1";
"711,""""""Richard"""""",""""""Kaiser"""""",957,""""""Frühjahr-Ausstellung der Münchener Secession"""""",1";
"711,""""""Richard"""""",""""""Kaiser"""""",960,""""""Frühjahr-Ausstellung des Vereins bildender Künstler Münchens \""""Sezession\"""""""""",1";
"711,""""""Richard"""""",""""""Kaiser"""""",83,""""""XXVIII. Ausstellung der Vereinigung Bildender Künstler Österreichs Secession. Münchner Secession"""""",1";
"711,""""""Richard"""""",""""""Kaiser"""""",116,""""""Internationale Kunstausstellung Mannheim"""""",1";
"711,""""""Richard"""""",""""""Kaiser"""""",118,""""""Internationale Kunst-Ausstellung des Vereins bildender Künstler Münchens (E.V.) \""""Secession\"""""""""",1";
"711,""""""Richard"""""",""""""Kaiser"""""",1034,""""""Frühjahr-Ausstellung des Vereins bildender Künstler Münchens \""""Sezession\"""""""""",1";
"711,""""""Richard"""""",""""""Kaiser"""""",795,""""""Munich Fine Art Exhibition"""""",1";
"711,""""""Richard"""""",""""""Kaiser"""""",796,""""""Frühjahr-Ausstellung des Vereins bildender Künstler Münchens \""""Secession\"""""""""",1";
"711,""""""Richard"""""",""""""Kaiser"""""",877,""""""Frühjahr-Ausstellung der Münchener Secession"""""",1";
"711,""""""Richard"""""",""""""Kaiser"""""",223,""""""VIII. Esposizione d'Arte della Città di Venezia"""""",1";
"711,""""""Richard"""""",""""""Kaiser"""""",228,""""""Grosse Kunstausstellung [Düsseldorf]"""""",1";
"711,""""""Richard"""""",""""""Kaiser"""""",689,""""""Kunstausstellung der Münchener Secession"""""",1";
"711,""""""Richard"""""",""""""Kaiser"""""",199,""""""Exhibition of Contemporary German Art"""""",1";
"711,""""""Richard"""""",""""""Kaiser"""""",287,""""""IX. Esposizione d'Arte della Città di Venezia"""""",1";
"711,""""""Richard"""""",""""""Kaiser"""""",43,""""""Internationale Kunstausstellung Bremen"""""",1";
"711,""""""Richard"""""",""""""Kaiser"""""",17,""""""Tavaszi nemzetközi kiállítás"""""",1";
"711,""""""Richard"""""",""""""Kaiser"""""",22,""""""VI. Esposizione d'Arte della Città di Venezia"""""",1";
"711,""""""Richard"""""",""""""Kaiser"""""",363,""""""Internationale Kunstausstellung der Münchener Secession"""""",1";
"711,""""""Richard"""""",""""""Kaiser"""""",992,""""""IX. Internationale Kunstausstellung"""""",1";
"712,""""""Paul Wilhelm"""""",""""""Keller-Reutlingen"""""",992,""""""IX. Internationale Kunstausstellung"""""",1";
"712,""""""Paul Wilhelm"""""",""""""Keller-Reutlingen"""""",1327,""""""Kunstausstellung der Münchener Secession"""""",1";
"712,""""""Paul Wilhelm"""""",""""""Keller-Reutlingen"""""",63,""""""Internationale Kunst-Ausstellung des Vereins bildender Künstler Münchens (E.V.) \""""Secession\"""""""""",1";
"712,""""""Paul Wilhelm"""""",""""""Keller-Reutlingen"""""",168,""""""Internationale Kunst-Ausstellung des Vereins bildender Künstler Münchens (E.V.) \""""Secession\"""""""""",1";
"712,""""""Paul Wilhelm"""""",""""""Keller-Reutlingen"""""",118,""""""Internationale Kunst-Ausstellung des Vereins bildender Künstler Münchens (E.V.) \""""Secession\"""""""""",1";
"712,""""""Paul Wilhelm"""""",""""""Keller-Reutlingen"""""",363,""""""Internationale Kunstausstellung der Münchener Secession"""""",1";
"712,""""""Paul Wilhelm"""""",""""""Keller-Reutlingen"""""",689,""""""Kunstausstellung der Münchener Secession"""""",1";
"712,""""""Paul Wilhelm"""""",""""""Keller-Reutlingen"""""",43,""""""Internationale Kunstausstellung Bremen"""""",1";
"713,""""""Heinrich"""""",""""""Knirr"""""",48,""""""XXVI. Ausstellung der Vereinigung Bildender Künstler Österreichs Secession Wien"""""",1";
"713,""""""Heinrich"""""",""""""Knirr"""""",992,""""""IX. Internationale Kunstausstellung"""""",1";
"713,""""""Heinrich"""""",""""""Knirr"""""",673,""""""Eighteenth Annual Exhibition"""""",1";
"713,""""""Heinrich"""""",""""""Knirr"""""",1059,""""""Kunstausstellung der Münchener Secession"""""",1";
"713,""""""Heinrich"""""",""""""Knirr"""""",63,""""""Internationale Kunst-Ausstellung des Vereins bildender Künstler Münchens (E.V.) \""""Secession\"""""""""",1";
"713,""""""Heinrich"""""",""""""Knirr"""""",1234,""""""XLIV. Ausstellung der Vereinigung Bildender Künstler Österreichs Secession"""""",1";
"713,""""""Heinrich"""""",""""""Knirr"""""",109,""""""VII. Esposizione Internazionale d’Arte della Città di Venezia"""""",1";
"713,""""""Heinrich"""""",""""""Knirr"""""",83,""""""XXVIII. Ausstellung der Vereinigung Bildender Künstler Österreichs Secession. Münchner Secession"""""",1";
"713,""""""Heinrich"""""",""""""Knirr"""""",116,""""""Internationale Kunstausstellung Mannheim"""""",1";
"713,""""""Heinrich"""""",""""""Knirr"""""",795,""""""Munich Fine Art Exhibition"""""",1";
"713,""""""Heinrich"""""",""""""Knirr"""""",223,""""""VIII. Esposizione d'Arte della Città di Venezia"""""",1";
"713,""""""Heinrich"""""",""""""Knirr"""""",363,""""""Internationale Kunstausstellung der Münchener Secession"""""",1";
"713,""""""Heinrich"""""",""""""Knirr"""""",17,""""""Tavaszi nemzetközi kiállítás"""""",1";
"713,""""""Heinrich"""""",""""""Knirr"""""",287,""""""IX. Esposizione d'Arte della Città di Venezia"""""",1";
"714,""""""Albert"""""",""""""Lamm"""""",287,""""""IX. Esposizione d'Arte della Città di Venezia"""""",1";
"714,""""""Albert"""""",""""""Lamm"""""",1327,""""""Kunstausstellung der Münchener Secession"""""",1";
"714,""""""Albert"""""",""""""Lamm"""""",1034,""""""Frühjahr-Ausstellung des Vereins bildender Künstler Münchens \""""Sezession\"""""""""",1";
"714,""""""Albert"""""",""""""Lamm"""""",168,""""""Internationale Kunst-Ausstellung des Vereins bildender Künstler Münchens (E.V.) \""""Secession\"""""""""",1";
"714,""""""Albert"""""",""""""Lamm"""""",154,""""""Fünfzehnte Ausstellung der Berliner Secession"""""",1";
"714,""""""Albert"""""",""""""Lamm"""""",438,""""""XXIV. Ausstellung der Berliner Secession"""""",1";
"714,""""""Albert"""""",""""""Lamm"""""",1229,""""""Frühjahr-Ausstellung des Vereins bildender Künstler Münchens \""""Secession\"""""""""",1";
"714,""""""Albert"""""",""""""Lamm"""""",1059,""""""Kunstausstellung der Münchener Secession"""""",1";
"714,""""""Albert"""""",""""""Lamm"""""",957,""""""Frühjahr-Ausstellung der Münchener Secession"""""",1";
"714,""""""Albert"""""",""""""Lamm"""""",958,""""""Frühjahr-Ausstellung der Münchener Secession"""""",1";
"714,""""""Albert"""""",""""""Lamm"""""",960,""""""Frühjahr-Ausstellung des Vereins bildender Künstler Münchens \""""Sezession\"""""""""",1";
"714,""""""Albert"""""",""""""Lamm"""""",346,""""""Frühjahr-Ausstellung der Münchener Secession"""""",1";
"714,""""""Albert"""""",""""""Lamm"""""",63,""""""Internationale Kunst-Ausstellung des Vereins bildender Künstler Münchens (E.V.) \""""Secession\"""""""""",1";
"714,""""""Albert"""""",""""""Lamm"""""",116,""""""Internationale Kunstausstellung Mannheim"""""",1";
"714,""""""Albert"""""",""""""Lamm"""""",118,""""""Internationale Kunst-Ausstellung des Vereins bildender Künstler Münchens (E.V.) \""""Secession\"""""""""",1";
"714,""""""Albert"""""",""""""Lamm"""""",689,""""""Kunstausstellung der Münchener Secession"""""",1";
"714,""""""Albert"""""",""""""Lamm"""""",623,""""""Kollektionen: Carl Caspar / Albert Lamm / Grete Moll / Otto Mueller / T. Farwick / Margarete Heymann-Hagen"""""",1";
"714,""""""Albert"""""",""""""Lamm"""""",93,""""""La Libre Esthétique. Quatorzième Exposition"""""",1";
"714,""""""Albert"""""",""""""Lamm"""""",96,""""""Dreizehnte Ausstellung der Berliner Secession"""""",1";
"714,""""""Albert"""""",""""""Lamm"""""",363,""""""Internationale Kunstausstellung der Münchener Secession"""""",1";
"714,""""""Albert"""""",""""""Lamm"""""",796,""""""Frühjahr-Ausstellung des Vereins bildender Künstler Münchens \""""Secession\"""""""""",1";
"714,""""""Albert"""""",""""""Lamm"""""",877,""""""Frühjahr-Ausstellung der Münchener Secession"""""",1";
"715,""""""John"""""",""""""Lavery"""""",168,""""""Internationale Kunst-Ausstellung des Vereins bildender Künstler Münchens (E.V.) \""""Secession\"""""""""",1";
"715,""""""John"""""",""""""Lavery"""""",287,""""""IX. Esposizione d'Arte della Città di Venezia"""""",1";
"715,""""""John"""""",""""""Lavery"""""",43,""""""Internationale Kunstausstellung Bremen"""""",1";
"715,""""""John"""""",""""""Lavery"""""",109,""""""VII. Esposizione Internazionale d’Arte della Città di Venezia"""""",1";
"715,""""""John"""""",""""""Lavery"""""",454,""""""Sixteenth Annual Exhibition"""""",1";
"715,""""""John"""""",""""""Lavery"""""",174,""""""The London Salon of the Allied Artists' Association. 1st year"""""",1";
"715,""""""John"""""",""""""Lavery"""""",447,""""""Stedelijke Internationale Tentoonstelling Van Kunstwerken Van Levende Meesters"""""",1";
"715,""""""John"""""",""""""Lavery"""""",1244,""""""Sommaire des Peintures et Sculptures de l'École Contemporaine exposées dans les Galeries du Musée National du Luxembourg"""""",1";
"715,""""""John"""""",""""""Lavery"""""",672,""""""XI. Esposizione d'Arte della Città di Venezia"""""",1";
"715,""""""John"""""",""""""Lavery"""""",565,""""""Seventeenth Annual Exhibition"""""",1";
"715,""""""John"""""",""""""Lavery"""""",30,""""""Salon d'Automne. 3e Exposition"""""",1";
"715,""""""John"""""",""""""Lavery"""""",35,""""""Tenth Annual Exhibition"""""",1";
"715,""""""John"""""",""""""Lavery"""""",376,""""""The London Salon of the Allied Artists' Association. Fourth Year"""""",1";
"715,""""""John"""""",""""""Lavery"""""",58,""""""Deutsche Kunstausstellung in der \""""Flora\"""""""""",1";
"715,""""""John"""""",""""""Lavery"""""",63,""""""Internationale Kunst-Ausstellung des Vereins bildender Künstler Münchens (E.V.) \""""Secession\"""""""""",1";
"715,""""""John"""""",""""""Lavery"""""",68,""""""Salon d'Automne. 4e Exposition"""""",1";
"715,""""""John"""""",""""""Lavery"""""",17,""""""Tavaszi nemzetközi kiállítás"""""",1";
"715,""""""John"""""",""""""Lavery"""""",22,""""""VI. Esposizione d'Arte della Città di Venezia"""""",1";
"715,""""""John"""""",""""""Lavery"""""",116,""""""Internationale Kunstausstellung Mannheim"""""",1";
"715,""""""John"""""",""""""Lavery"""""",198,""""""Akvarellek, pasztellek és grafikai művek nemzetközi kiállitása"""""",1";
"715,""""""John"""""",""""""Lavery"""""",542,""""""Prima Esposizione Internazionale d'Arte della \""""Secessione\"""""""""",1";
"715,""""""John"""""",""""""Lavery"""""",580,""""""Exposition Universelle et Internationale de Gand en 1913: Groupe II. Beaux-Arts: Œuvres modernes."""""",1";
"715,""""""John"""""",""""""Lavery"""""",223,""""""VIII. Esposizione d'Arte della Città di Venezia"""""",1";
"716,""""""Wilhelm Ludwig"""""",""""""Lehmann"""""",223,""""""VIII. Esposizione d'Arte della Città di Venezia"""""",1";
"716,""""""Wilhelm Ludwig"""""",""""""Lehmann"""""",573,""""""Ausstellung des Deutschen Künstlerbundes 1913"""""",1";
"716,""""""Wilhelm Ludwig"""""",""""""Lehmann"""""",968,""""""Ausstellung des Deutschen Künstlerbundes Darmstadt"""""",1";
"716,""""""Wilhelm Ludwig"""""",""""""Lehmann"""""",992,""""""IX. Internationale Kunstausstellung"""""",1";
"716,""""""Wilhelm Ludwig"""""",""""""Lehmann"""""",168,""""""Internationale Kunst-Ausstellung des Vereins bildender Künstler Münchens (E.V.) \""""Secession\"""""""""",1";
"716,""""""Wilhelm Ludwig"""""",""""""Lehmann"""""",795,""""""Munich Fine Art Exhibition"""""",1";
"716,""""""Wilhelm Ludwig"""""",""""""Lehmann"""""",796,""""""Frühjahr-Ausstellung des Vereins bildender Künstler Münchens \""""Secession\"""""""""",1";
"716,""""""Wilhelm Ludwig"""""",""""""Lehmann"""""",302,""""""Internationale Kunstausstellung der Münchener Secession"""""",1";
"716,""""""Wilhelm Ludwig"""""",""""""Lehmann"""""",1034,""""""Frühjahr-Ausstellung des Vereins bildender Künstler Münchens \""""Sezession\"""""""""",1";
"716,""""""Wilhelm Ludwig"""""",""""""Lehmann"""""",52,""""""Elfte Ausstellung der Berliner Secession"""""",1";
"716,""""""Wilhelm Ludwig"""""",""""""Lehmann"""""",1303,""""""Frühjahr-Ausstellung der Münchener Secession"""""",1";
"716,""""""Wilhelm Ludwig"""""",""""""Lehmann"""""",1327,""""""Kunstausstellung der Münchener Secession"""""",1";
"716,""""""Wilhelm Ludwig"""""",""""""Lehmann"""""",957,""""""Frühjahr-Ausstellung der Münchener Secession"""""",1";
"716,""""""Wilhelm Ludwig"""""",""""""Lehmann"""""",958,""""""Frühjahr-Ausstellung der Münchener Secession"""""",1";
"716,""""""Wilhelm Ludwig"""""",""""""Lehmann"""""",960,""""""Frühjahr-Ausstellung des Vereins bildender Künstler Münchens \""""Sezession\"""""""""",1";
"716,""""""Wilhelm Ludwig"""""",""""""Lehmann"""""",1229,""""""Frühjahr-Ausstellung des Vereins bildender Künstler Münchens \""""Secession\"""""""""",1";
"716,""""""Wilhelm Ludwig"""""",""""""Lehmann"""""",1059,""""""Kunstausstellung der Münchener Secession"""""",1";
"716,""""""Wilhelm Ludwig"""""",""""""Lehmann"""""",17,""""""Tavaszi nemzetközi kiállítás"""""",1";
"716,""""""Wilhelm Ludwig"""""",""""""Lehmann"""""",689,""""""Kunstausstellung der Münchener Secession"""""",1";
"716,""""""Wilhelm Ludwig"""""",""""""Lehmann"""""",63,""""""Internationale Kunst-Ausstellung des Vereins bildender Künstler Münchens (E.V.) \""""Secession\"""""""""",1";
"716,""""""Wilhelm Ludwig"""""",""""""Lehmann"""""",363,""""""Internationale Kunstausstellung der Münchener Secession"""""",1";
"716,""""""Wilhelm Ludwig"""""",""""""Lehmann"""""",547,""""""Frühjahr-Ausstellung der Münchener Secession"""""",1";
"716,""""""Wilhelm Ludwig"""""",""""""Lehmann"""""",118,""""""Internationale Kunst-Ausstellung des Vereins bildender Künstler Münchens (E.V.) \""""Secession\"""""""""",1";
"716,""""""Wilhelm Ludwig"""""",""""""Lehmann"""""",83,""""""XXVIII. Ausstellung der Vereinigung Bildender Künstler Österreichs Secession. Münchner Secession"""""",1";
"717,""""""Friedrich"""""",""""""Lissmann"""""",346,""""""Frühjahr-Ausstellung der Münchener Secession"""""",1";
"717,""""""Friedrich"""""",""""""Lissmann"""""",570,""""""LIA. Leipziger Jahresausstellung 1913"""""",1";
"717,""""""Friedrich"""""",""""""Lissmann"""""",302,""""""Internationale Kunstausstellung der Münchener Secession"""""",1";
"717,""""""Friedrich"""""",""""""Lissmann"""""",168,""""""Internationale Kunst-Ausstellung des Vereins bildender Künstler Münchens (E.V.) \""""Secession\"""""""""",1";
"717,""""""Friedrich"""""",""""""Lissmann"""""",877,""""""Frühjahr-Ausstellung der Münchener Secession"""""",1";
